Ref number,Nerve Terminal Perimeter (um),Nerve Terminal Area (um2),Total Length of Branches (um),Average Length of Branches (um),Complexity,AChR Perimeter (um),AChR Area (um2),Endplate Diameter (um),Endplate Perimeter (um),Endplate Area (um2),Compactness,Unoccupied AChR Area (um2),Area of Synaptic Contact (um2),Overlap,Manual Endplate Area (um2),Manual Compactness,Fragmentation,Animal,Genotype,Gender
3monthNMJ_61.tif,605.269869,376.9770758,324.6703886,1.202482921,6.926522919,391.7399993,475.5683703,99.17312052,133.530377,784.4860821,0.606216453,80.39795455,395.1704157,0.830943436,923.507019,0.514959129,6,542,WT,M
3monthNMJ_160.tif,696.4772591,407.1818785,343.9033312,1.69410508,6.860464361,525.6703786,721.0232836,137.4463453,172.2635846,1448.924639,0.497626491,18.92308664,702.1001969,0.973755235,1599.151855,0.450878559,6,542,WT,M
3monthNMJ_68.tif,807.3576842,530.7774821,382.9187291,1.239219188,7.037419018,624.2370685,620.9389441,63.73254422,168.3220605,1439.035314,0.431496669,92.13261688,528.8063273,0.85162371,1573.761597,0.394557184,8,542,WT,M
3monthNMJ_106.tif,411.3206031,278.1173687,196.3591856,1.266833456,6.209294553,334.3725442,400.4547883,41.8891023,125.531479,785.8700845,0.509568689,20.55033789,379.9044504,0.948682502,884.9310913,0.452526521,8,542,WT,M
3monthNMJ_123.tif,423.2305232,191.4033307,193.1536952,0.937639297,6.325681874,398.3379638,345.9418716,91.65909194,139.91151,696.5977391,0.496616415,27.21871283,318.7231588,0.921319982,896.3302612,0.385953578,7,542,WT,M
3monthNMJ_91.tif,384.081408,207.298388,167.8761135,2.072544611,5.425729996,455.0806885,355.8563612,55.80943548,164.5789582,968.5500065,0.367411449,26.79093029,329.0654309,0.924714202,1159.341064,0.306947086,9,542,WT,M
3monthNMJ_46.tif,448.8591957,362.608615,215.1342011,3.117886972,5.755437147,414.4201822,467.8515087,49.88078104,138.8400991,792.9494662,0.59001428,38.80239309,429.0491156,0.917062589,930.326355,0.502889665,4,542,WT,M
3monthNMJ_65.tif,394.4844039,351.5701478,185.1857618,3.631093369,5.626455783,368.7134635,500.8914193,50.92949362,161.9663084,908.5430198,0.551312825,5.49406992,495.3973494,0.989031415,1170.488525,0.427933644,7,542,WT,M
3monthNMJ_10.tif,148.3837778,195.3708041,68.87225168,2.994445725,4.309687981,158.6381886,199.3215017,26.38058179,75.78040402,311.0482367,0.64080576,38.0726464,161.2488553,0.808988764,362.2814941,0.550184056,2,542,WT,M
3monthNMJ_114.tif,241.903872,267.3053746,127.3953485,2.235006114,5.24268491,223.0305708,249.1959136,38.92995358,122.866759,421.2148235,0.591612402,68.62974065,180.5661729,0.724595241,584.4515991,0.426375621,4,542,WT,M
3monthNMJ_24.tif,219.3325674,187.1255053,124.5561999,3.113904996,5.258526725,185.4522714,243.6095768,93.28097442,106.005833,465.8300265,0.522958081,29.10598876,214.5035881,0.880521985,525.6189575,0.463471824,4,542,WT,M
3monthNMJ_70.tif,656.8640911,465.1841587,303.4225663,1.458762338,6.554765281,590.7031254,497.9053294,120.7364308,172.3080294,1331.376707,0.373977798,133.3674989,364.5378304,0.732142857,1475.24585,0.33750668,7,542,WT,M
3monthNMJ_40.tif,265.9275261,302.5764647,149.7421961,3.119629086,5.262784859,249.7710151,355.9066885,128.5767286,103.3954167,494.9360153,0.719096363,27.35291912,328.5537694,0.923145813,595.800415,0.597358913,3,542,WT,M
3monthNMJ_139.tif,406.5492263,328.5369936,168.608797,1.267735316,5.737409155,326.6342683,440.9683116,163.2859772,145.6380648,817.7692416,0.539233184,27.65488327,413.3134283,0.937286008,965.7819824,0.456591984,4,542,WT,M
3monthNMJ_185.tif,378.0037624,252.1820035,173.8291671,2.63377526,5.456214623,379.8430967,462.9110397,66.65589407,130.1834644,852.2602577,0.5431569,18.92308664,443.9879531,0.959121548,934.755188,0.495221686,5,542,WT,M
3monthNMJ_04.tif,350.8655491,223.3108757,174.6534361,4.158415146,5.5300684,426.4028156,370.8287502,35.75364713,111.0517745,683.8816933,0.542241083,21.22975722,349.598993,0.942750509,750.4312134,0.494154219,6,542,WT,M
3monthNMJ_84.tif,519.295946,357.5339398,249.7534978,2.574778328,6.096259168,463.8614526,575.5939945,56.6884288,290.3894689,960.3047076,0.59938683,41.72976775,533.8642267,0.927501384,2038.132202,0.282412492,10,545,WT,M
3monthNMJ_111.tif,214.5624989,282.8313646,110.4520419,1.840867365,5.11974138,219.6966757,260.3601992,34.95217702,152.4430018,396.7641154,0.65620904,65.10682558,195.2533736,0.749935567,693.0831909,0.375655048,6,545,WT,M
3monthNMJ_116.tif,330.2554747,302.3332158,168.7919679,3.444734038,5.465076433,347.0986452,398.5255729,42.22833768,122.3677373,597.58705,0.666891247,29.94477806,368.5807949,0.924861088,761.2767944,0.523496284,3,545,WT,M
3monthNMJ_97.tif,338.8797572,304.9586264,160.91562,3.657173181,5.241691583,305.2201054,246.2937026,38.82282973,124.0492817,650.900498,0.378389175,119.2003476,127.093355,0.516023567,784.0750732,0.314120052,7,545,WT,M
3monthNMJ_52.tif,254.5810614,224.778757,122.3581493,3.947037073,4.945230717,270.3734641,300.8233951,40.51866607,105.2156872,478.2357203,0.629027449,19.82059119,281.0028039,0.934112202,550.2793579,0.546673959,2,545,WT,M
3monthNMJ_66.tif,330.1250282,213.0105431,157.6185441,1.358780552,5.879485048,354.3242277,267.4395809,38.32541582,102.207502,477.7492225,0.559790719,27.78908956,239.6504913,0.896092084,534.9042969,0.499976505,3,545,WT,M
3monthNMJ_85.tif,379.5348714,156.33355,172.9133127,0.960629515,6.165568249,457.6955718,330.5333122,39.47375009,117.0075242,680.0903657,0.486013814,13.46256829,317.0707439,0.959270162,765.2526245,0.431927055,3,545,WT,M
